Language, Ratio
clisp-BitVector, 0.216284735984773
Scala-BitString, 1.44346418976017
Ruby-BitVector, 3.49566432246895
Python_DEAP-List, 0.467481770191548
Go-BitVector, 1.2227362793981
node-BitString, 4.35372622091914
C-BitString, 8.7619203117292
Java-BitSet, 74037.4156559136
Scala-BitVector, 4401.3888075352
JRuby-BitVector, 5.52291956444762
perl5.20-BitString, 0.886101548418489
clojure-BitVector, 7786.1440706359
Kotlin-BitVector, 2.9552062962764
Octave-BitVector, 84.3451450601148
perl-BitString, 0.178261998791009
lua-BitString, 0.0778367540185788
Python_DEAP_numpy-BitVector, 0.166080075783597
Dart-BitVector, 4.01624146845912
C++-BitString, 0.338378998801112
perlsimple-BitString, 132.469915816856
perl-BitVector, 1.06383700261197
PHP-BitString, 0.228098581519911
clojure-persistentvector, 159245.279614156
perl5.22-BitString, 0.818764726569496
python-BitString, 10.767507637252
CSharp-BitVector, 12.5658829228604
julia-BitString, 1
Haskell-BitVector, 176.32504942309
clisp-BitVector, 15.7141447198548
Scala-BitString, 1.32383596820128
Ruby-BitVector, 3.19557645181098
Go-BitVector, 1.1582706988968
Python_DEAP-List, 0.428103010279627
C-BitString, 8.06205241016585
node-BitString, 3.7814691899633
Java-BitSet, 3494312670.76609
Scala-BitVector, 16212.1490255921
JRuby-BitVector, 4.86443719497567
perl5.20-BitString, 0.822495763233352
clojure-BitVector, 177790.132908094
Octave-BitVector, 115.693912073804
perl-BitString, 0.166248881977163
lua-BitString, 170.805750476629
Python_DEAP_numpy-BitVector, 0.162619920693092
C++-BitString, 0.314160643926259
perlsimple-BitString, 306.729511277961
Python_DEAP_numpy-BitVector, 0.189068066626459
Dart-BitVector, 4.49779869300099
perlsimple-BitString, 80.1962261966451
C++-BitString, 0.376832671075125
lua-BitString, 0.117623831470402
perl-BitString, 0.197257131929744
clojure-BitVector, 19493.79923444
perl5.20-BitString, 1.00307611031967
Kotlin-BitVector, 3.30716305031205
Octave-BitVector, 65.3641461223195
Scala-BitVector, 2442.98552897436
JRuby-BitVector, 6.3738420476216
node-BitString, 4.84458294263388
C-BitString, 9.73789108998752
Java-BitSet, 46356.8511546991
Ruby-BitVector, 3.85146351401785
Python_DEAP-List, 0.51510349243506
Go-BitVector, 1.35433801732421
Scala-BitString, 1.58955479489489
clisp-BitVector, 0.455352866778587
Haskell-BitVector, 894.133126193358
julia-BitString, 1
python-BitString, 13.1379876944367
Rust-BitVector, 1.88692793689791
CSharp-BitVector, 20.0950617328312
PHP-BitString, 0.275174246060146
perl5.22-BitString, 0.986710839762844
clojure-persistentvector, 24647.3289464404
Python-BitString, 0.104277951101983
Pascal-BitVector, 4.84895272281783
perl-BitVector, 1.23189487780913
Go-BitVector, 9.84944489543519
Python_DEAP-List, 2.64144887937223
Ruby-BitVector, 32.168666866023
Java-BitSet, 3033.13992712533
node-BitString, 35.6732794473757
C-BitString, 78.2135368672222
JRuby-BitVector, 44.7123008377952
Scala-BitVector, 306.546626750832
Kotlin-BitVector, 28.1409679820641
perl5.20-BitString, 6.66577633273181
Octave-BitVector, 7.65259634940012
clojure-BitVector, 138.268462883188
perl-BitString, 0.431217973142932
lua-BitString, 1.77949338246278
C++-BitString, 3.11443241027393
Dart-BitVector, 37.5552463862905
perlsimple-BitString, 6.82560821409065
Python_DEAP_numpy-BitVector, 1.12156875822307
perl-BitVector, 1.63198551656895
Pascal-BitVector, 36.3114166259766
Python-BitString, 0.919367143236334
clojure-persistentvector, 288.70496526116
perl5.22-BitString, 6.63122904441281
PHP-BitString, 2.42146236172088
Rust-BitVector, 15.5302505099662
CSharp-BitVector, 520.191058191172
python-BitString, 14.6164750454766
julia-BitString, 1
Haskell-BitVector, 22414.4547073929
clisp-BitVector, 72.6228332519531
Scala-BitString, 13.1056568181913
PHP-BitString, 0.821393421363845
clojure-persistentvector, 1548.19741580255
perl5.22-BitString, 2.63180243917172
python-BitString, 12.8253905704098
CSharp-BitVector, 165.184037733896
Rust-BitVector, 5.45511124682457
perl-BitVector, 1.55799083907782
Python-BitString, 0.306059804938967
Pascal-BitVector, 14.1286765827852
Scala-BitString, 4.7491207407955
julia-BitString, 1
Haskell-BitVector, 6765.84512415067
clisp-BitVector, 19.5274391794592
node-BitString, 13.8363235311465
C-BitString, 28.1933377046645
Java-BitSet, 4306.40349814608
Ruby-BitVector, 10.8727356664322
Python_DEAP-List, 1.31499706769603
Go-BitVector, 3.76070260775253
lua-BitString, 0.652372311322586
perl-BitString, 0.332141969327331
Python_DEAP_numpy-BitVector, 0.516169500461501
Dart-BitVector, 13.3255385366304
C++-BitString, 1.0828231593183
perlsimple-BitString, 8.80362359828715
Scala-BitVector, 514.381153368834
JRuby-BitVector, 25.0040797087555
clojure-BitVector, 2497.46031781731
perl5.20-BitString, 2.64638512644637
Kotlin-BitVector, 9.94739211973757
Octave-BitVector, 10.0946687922058
clojure-persistentvector, 134.641731959062
perl5.22-BitString, 4.13602310250193
PHP-BitString, 1.36625230117221
CSharp-BitVector, 303.511317224562
Rust-BitVector, 8.94500139795173
python-BitString, 13.6628631411023
perl-BitVector, 1.59686365079446
Pascal-BitVector, 22.450057665507
Python-BitString, 0.516426747564105
Scala-BitString, 7.67512980117549
julia-BitString, 1
Haskell-BitVector, 14228.9097879974
clisp-BitVector, 42.9894721254389
Java-BitSet, 3304.25961372009
node-BitString, 22.4173634354273
C-BitString, 45.945633752402
Python_DEAP-List, 1.89868017389782
Go-BitVector, 5.98743848380782
Ruby-BitVector, 19.9881322923046
perl-BitString, 0.379442368551047
lua-BitString, 1.01554000397853
perlsimple-BitString, 7.62149928668393
Dart-BitVector, 21.5769119614663
C++-BitString, 1.77396020114105
Python_DEAP_numpy-BitVector, 0.771359773374519
JRuby-BitVector, 34.644328569008
Scala-BitVector, 214.197873154225
clojure-BitVector, 476.482099575808
perl5.20-BitString, 4.13191245377429
Kotlin-BitVector, 16.5457736969439
Octave-BitVector, 8.59292150030463
clisp-BitVector, 96.2532891167535
Haskell-BitVector, 26250.8970318419
julia-BitString, 1
Scala-BitString, 16.3320542238623
Python-BitString, 1.70190784383411
Pascal-BitVector, 57.7519734700521
perl-BitVector, 1.64933067935971
python-BitString, 15.2139023893709
Rust-BitVector, 27.8901813159067
CSharp-BitVector, 961.357898180869
PHP-BitString, 4.57308562201164
perl5.22-BitString, 10.5210821563781
clojure-persistentvector, 131.12789706888
perl5.20-BitString, 10.3091705587383
clojure-BitVector, 138.906262931195
Kotlin-BitVector, 44.7945288707759
Octave-BitVector, 7.31673608326884
Scala-BitVector, 104.819119182953
JRuby-BitVector, 30.1436025930507
Python_DEAP_numpy-BitVector, 1.59078816301378
Dart-BitVector, 60.5176291208761
perlsimple-BitString, 6.33678429372986
C++-BitString, 5.40136862450333
perl-BitString, 0.482678817434561
lua-BitString, 3.58917464047656
Ruby-BitVector, 47.0157422349286
Go-BitVector, 16.6884593715887
Python_DEAP-List, 3.54597370052244
node-BitString, 53.944013417062
C-BitString, 117.239085404085
Java-BitSet, 673.731514470077
Python_DEAP_numpy-BitVector, 5.17304344910759
perlsimple-BitString, 14.8115985848609
Dart-BitVector, 0.613530965972314
C++-BitString, 0.0172348808165746
perl-BitString, 0.00789396504949566
lua-BitString, 3.97819641296423
Kotlin-BitVector, 0.129690620254427
perl5.20-BitString, 10.3159836580401
clojure-BitVector, 0.0252064473829154
Octave-BitVector, 0.518936632896702
Scala-BitVector, 0.0281674581670543
JRuby-BitVector, 1.12524673789331
C-BitString, 0.244865564573288
node-BitString, 25.4241456541629
Java-BitSet, 49.340532191695
Ruby-BitVector, 0.711465489619646
Go-BitVector, 53.9383803467845
Python_DEAP-List, 0.51979267444041
Scala-BitString, 0.00767021324403005
Haskell-BitVector, 13.454585475554
clisp-BitVector, 0.118767740982503
julia-BitString, 1
python-BitString, 0.519523260523169
CSharp-BitVector, 4.73842164090346
PHP-BitString, 16.5076150220325
perl5.22-BitString, 0.0393354277386929
clojure-persistentvector, 4419.79016708987
Python-BitString, 4.74978501263875
Pascal-BitVector, 0.936900007313695
perl-BitVector, 0.0498786514812556
Scala-BitString, 0.0640652162668491
Haskell-BitVector, 0.0256928787071612
clisp-BitVector, 0.865994229649575
julia-BitString, 1
python-BitString, 2.9049960616209
CSharp-BitVector, 32.5965752734675
Rust-BitVector, 0.591029719364769
PHP-BitString, 11.6132542755728
perl5.22-BitString, 0.304572891897086
clojure-persistentvector, 992.171968202986
Python-BitString, 5.48120955131828
Pascal-BitVector, 6.4354196190834
perl-BitVector, 0.308858106127759
Python_DEAP_numpy-BitVector, 4.05147883127551
Dart-BitVector, 7.25541787843137
C++-BitString, 0.137730792255334
perlsimple-BitString, 9.7031308749149
lua-BitString, 3.95403822085007
perl-BitString, 0.0535630773380088
Octave-BitVector, 0.141078392744712
perl5.20-BitString, 10.1519052220668
Kotlin-BitVector, 1.05705023684896
clojure-BitVector, 0.304514010221831
Scala-BitVector, 0.220985941477424
JRuby-BitVector, 5.39711121919188
node-BitString, 6.56989259125959
C-BitString, 1.98456767549991
Java-BitSet, 60.4095329750738
Ruby-BitVector, 3.27459886300004
Go-BitVector, 58.9439080212897
Python_DEAP-List, 2.56322926673756
perl-BitVector, 0.130996320070408
Python-BitString, 6.99554894591546
Pascal-BitVector, 2.30568706012163
PHP-BitString, 13.0453201534705
clojure-persistentvector, 1582.58199639728
perl5.22-BitString, 0.107512100569188
python-BitString, 1.36006373213379
Rust-BitVector, 0.205067758992234
CSharp-BitVector, 12.5436147154967
julia-BitString, 1
clisp-BitVector, 0.312896352986473
Haskell-BitVector, 143.122937485926
Scala-BitString, 0.0217602081618199
Ruby-BitVector, 2.40592997063822
Python_DEAP-List, 1.36957548233116
Go-BitVector, 52.9579243785721
C-BitString, 0.667161782897607
node-BitString, 8.94362230416957
Java-BitSet, 96.1470673423105
Scala-BitVector, 0.0766690733845935
JRuby-BitVector, 3.21899896676417
perl5.20-BitString, 10.6137397307016
clojure-BitVector, 0.0718922815116283
Kotlin-BitVector, 0.359409839064722
Octave-BitVector, 0.185425720130635
lua-BitString, 4.07516285558625
perl-BitString, 0.0210350077279245
Python_DEAP_numpy-BitVector, 4.54473783306468
perlsimple-BitString, 12.1197186222442
Dart-BitVector, 2.48451951653561
C++-BitString, 0.0470794093496169
C-BitString, 1.11586514169819
node-BitString, 7.38502784535653
Java-BitSet, 117.361140297444
Ruby-BitVector, 2.94733742541188
Go-BitVector, 52.2806303791149
Python_DEAP-List, 1.90020010609186
Python_DEAP_numpy-BitVector, 4.24452596092172
C++-BitString, 0.0775777364301722
Dart-BitVector, 4.14210871862198
perlsimple-BitString, 10.2212931108135
perl-BitString, 0.0329059744540164
lua-BitString, 4.0257897807506
perl5.20-BitString, 10.9962701965389
clojure-BitVector, 0.168059824321336
Kotlin-BitVector, 0.590105908459816
Octave-BitVector, 0.151902994793592
