Language, Ratio
julia-BitString, 1
C++-BitString, 0.376832671075125
Python_DEAP_numpy-BitVector, 0.189068066626459
Python_DEAP-List, 0.51510349243506
Rust-BitVector, 1.88692793689791
clojure-persistentvector, 24647.3289464404
C-BitString, 9.73789108998752
perlsimple-BitString, 1.05042230047396
clisp-BitVector, 0.455352866778587
Kotlin-BitVector, 3.30716305031205
CSharp-BitVector, 20.0950617328312
clojure-BitVector, 19493.79923444
Haskell-Sequence, 21046.3501731425
Ruby-BitVector, 3.85146351401785
perl6-BitVector, 0.120337675249095
Scala-BitVector, 1.62033760329006
Python-BitString, 0.104277951101983
PHP-BitString, 0.275174246060146
Go-BitVector, 1.58755075175641
lua-BitString, 0.164661393190923
Go-Vector, 1.81786566373529
Octave-BitVector, 65.3641461223195
node-BitString, 4.84458294263388
JRuby-BitVector, 6.3738420476216
Dart-List, 4.49779869300099
Pascal-BitVector, 4.84895272281783
Java-BitSet, 48800.9192098532
lua-BitString, 0.202049349095307
Go-Vector, 1.92372165874375
Dart-List, 4.79333401672233
Java-BitSet, 25308.2342703493
Pascal-BitVector, 5.12010040779539
node-BitString, 5.17499836604743
Octave-BitVector, 44.8602057734286
JRuby-BitVector, 7.59637982051164
Python-BitString, 0.111290364091442
PHP-BitString, 0.298796915095506
Go-BitVector, 1.81628843325356
Haskell-Sequence, 23870.1388162385
clojure-BitVector, 13000.7354085537
Ruby-BitVector, 4.13127781805355
Rust-BitVector, 2.00815830637564
clojure-persistentvector, 15497.6832887031
C-BitString, 10.3603266852235
perlsimple-BitString, 1.11456646692317
clisp-BitVector, 0.878496625651844
Kotlin-BitVector, 3.51957741800985
CSharp-BitVector, 61.0035216342359
Scala-BitVector, 1.73795641633172
perl6-BitVector, 0.123073698744171
julia-BitString, 1
C++-BitString, 0.399111836431617
Python_DEAP-List, 0.547459313481231
Python_DEAP_numpy-BitVector, 0.203069665485522
Dart-List, 37.5552463862905
Pascal-BitVector, 36.3114166259766
Java-BitSet, 1838.84881849212
Octave-BitVector, 7.65259634940012
node-BitString, 35.6732794473757
JRuby-BitVector, 44.7123008377952
Go-Vector, 15.2253677965201
lua-BitString, 2.01009139585888
Go-BitVector, 13.9701523261895
Python-BitString, 0.919367143236334
PHP-BitString, 2.42146236172088
Scala-BitVector, 13.9230086913365
perl6-BitVector, 0.88213898882724
Haskell-Sequence, 95556.3595420436
clojure-BitVector, 138.268462883188
Ruby-BitVector, 32.168666866023
clojure-persistentvector, 288.70496526116
Rust-BitVector, 15.5302505099662
C-BitString, 78.2135368672222
Kotlin-BitVector, 28.1409679820641
perlsimple-BitString, 7.02190932517589
CSharp-BitVector, 520.191058191172
clisp-BitVector, 72.6228332519531
Python_DEAP-List, 2.64144887937223
Python_DEAP_numpy-BitVector, 1.12156875822307
julia-BitString, 1
C++-BitString, 3.11443241027393
Ruby-BitVector, 19.9881322923046
Haskell-Sequence, 65177.5867708268
clojure-BitVector, 476.482099575808
clisp-BitVector, 42.9894721254389
perlsimple-BitString, 4.39076082398675
Kotlin-BitVector, 16.5457736969439
CSharp-BitVector, 303.511317224562
Rust-BitVector, 8.94500139795173
clojure-persistentvector, 134.641731959062
C-BitString, 45.945633752402
Scala-BitVector, 7.17074890880551
perl6-BitVector, 0.52253198147307
C++-BitString, 1.77396020114105
julia-BitString, 1
Python_DEAP-List, 1.89868017389782
Python_DEAP_numpy-BitVector, 0.771359773374519
lua-BitString, 1.27242173250157
Go-Vector, 8.71853302627331
Pascal-BitVector, 22.450057665507
Java-BitSet, 3066.26823729961
Dart-List, 21.5769119614663
JRuby-BitVector, 34.644328569008
Octave-BitVector, 8.59292150030463
node-BitString, 22.4173634354273
PHP-BitString, 1.36625230117221
Python-BitString, 0.516426747564105
Go-BitVector, 8.25426953556762
PHP-BitString, 4.57308562201164
Python-BitString, 1.70190784383411
Go-BitVector, 26.3206647393088
lua-BitString, 4.07543041449548
Go-Vector, 26.3259215205218
Pascal-BitVector, 57.7519734700521
Java-BitSet, 571.710206155636
Dart-List, 60.5176291208761
JRuby-BitVector, 30.1436025930507
Octave-BitVector, 7.31673608326884
node-BitString, 53.944013417062
C++-BitString, 5.40136862450333
julia-BitString, 1
